genes,num_genes,mse
"osbp2,lrrc37a2,fyn,sfmbt1",4,7.944778730100082
"osbp2,lrrc37a2,fyn,pfn2",4,7.889901589740496
"osbp2,lrrc37a2,tmt1a,aifm2",4,7.8767041471868176
"osbp2,lrrc37a2,tmt1a,mstn",4,7.862959459366429
"osbp2,lrrc37a2,tmt1a,sfmbt1",4,7.914589169379494
"osbp2,lrrc37a2,tmt1a,pfn2",4,7.931887717785457
"osbp2,lrrc37a2,aifm2,mstn",4,7.898797020075724
"osbp2,lrrc37a2,aifm2,sfmbt1",4,7.888820064621957
"osbp2,lrrc37a2,aifm2,pfn2",4,7.899616366773741
"osbp2,lrrc37a2,mstn,sfmbt1",4,7.828156705729811
"osbp2,lrrc37a2,mstn,pfn2",4,7.908095626259795
"osbp2,lrrc37a2,sfmbt1,pfn2",4,7.918062636920796
"osbp2,fyn,tmt1a,aifm2",4,7.860266268194014
"osbp2,fyn,tmt1a,mstn",4,7.8034445207652015
"osbp2,fyn,tmt1a,sfmbt1",4,7.932229752994274
"osbp2,fyn,tmt1a,pfn2",4,7.886717556262782
"osbp2,fyn,aifm2,mstn",4,7.866759656520153
"osbp2,fyn,aifm2,sfmbt1",4,7.938867055701686
"osbp2,fyn,aifm2,pfn2",4,7.89869573440093
"osbp2,fyn,mstn,sfmbt1",4,7.842619854619843
"osbp2,fyn,mstn,pfn2",4,7.869446961897422
"osbp2,fyn,sfmbt1,pfn2",4,7.947860216547864
"osbp2,tmt1a,aifm2,mstn",4,7.963364303750154
"osbp2,tmt1a,aifm2,sfmbt1",4,7.919988884782974
"osbp2,tmt1a,aifm2,pfn2",4,7.964433791597583
"osbp2,tmt1a,mstn,sfmbt1",4,7.914224424149393
"osbp2,tmt1a,mstn,pfn2",4,7.97495534443083
"osbp2,tmt1a,sfmbt1,pfn2",4,7.982906851468803
"osbp2,aifm2,mstn,sfmbt1",4,7.9344673742694205
"osbp2,aifm2,mstn,pfn2",4,8.012361813916273
"osbp2,aifm2,sfmbt1,pfn2",4,7.930997437396622
"osbp2,mstn,sfmbt1,pfn2",4,7.946415946165878
"bambi,lrrc37a2,fyn,tmt1a",4,7.841243613247558
