genes,num_genes,mse
"mstn,tmt1a,sfmbt1,fyn,lrrc37a2",5,7.886506334225621
"mstn,tmt1a,sfmbt1,fyn,osbp2",5,7.82816429980958
"mstn,tmt1a,sfmbt1,lrrc37a2,osbp2",5,7.820871202970502
"mstn,tmt1a,fcrl6,aifm2,pfn2",5,7.998810141551078
"mstn,tmt1a,fcrl6,aifm2,fyn",5,7.789742112545157
"mstn,tmt1a,fcrl6,aifm2,lrrc37a2",5,7.791551524284155
"mstn,tmt1a,fcrl6,aifm2,osbp2",5,7.823054434517189
"mstn,tmt1a,fcrl6,pfn2,fyn",5,7.833615570430099
"mstn,tmt1a,fcrl6,pfn2,lrrc37a2",5,7.878642994470095
"mstn,tmt1a,fcrl6,pfn2,osbp2",5,7.872740605646629
"mstn,tmt1a,fcrl6,fyn,lrrc37a2",5,7.773752450062881
"mstn,tmt1a,fcrl6,fyn,osbp2",5,7.714929968680945
"mstn,tmt1a,fcrl6,lrrc37a2,osbp2",5,7.730496915587078
"mstn,tmt1a,aifm2,pfn2,fyn",5,7.894314975575683
"mstn,tmt1a,aifm2,pfn2,lrrc37a2",5,7.921408827012752
"mstn,tmt1a,aifm2,pfn2,osbp2",5,7.986586609276359
"mstn,tmt1a,aifm2,fyn,lrrc37a2",5,7.827318492558602
"mstn,tmt1a,aifm2,fyn,osbp2",5,7.8057523550658745
"mstn,tmt1a,aifm2,lrrc37a2,osbp2",5,7.8593296253438885
"mstn,tmt1a,pfn2,fyn,lrrc37a2",5,7.868281846137284
"mstn,tmt1a,pfn2,fyn,osbp2",5,7.8188884747945675
"mstn,tmt1a,pfn2,lrrc37a2,osbp2",5,7.883789974357781
"mstn,tmt1a,fyn,lrrc37a2,osbp2",5,7.760000750867079
"mstn,sfmbt1,fcrl6,aifm2,pfn2",5,7.847237055244452
"mstn,sfmbt1,fcrl6,aifm2,fyn",5,7.839725236378715
"mstn,sfmbt1,fcrl6,aifm2,lrrc37a2",5,7.761973882725569
"mstn,sfmbt1,fcrl6,aifm2,osbp2",5,7.811063778136861
"mstn,sfmbt1,fcrl6,pfn2,fyn",5,7.8637987103518325
"mstn,sfmbt1,fcrl6,pfn2,lrrc37a2",5,7.827565476686277
"mstn,sfmbt1,fcrl6,pfn2,osbp2",5,7.861708291925661
"mstn,sfmbt1,fcrl6,fyn,lrrc37a2",5,7.827815645927457
"mstn,sfmbt1,fcrl6,fyn,osbp2",5,7.74946292874401
"mstn,sfmbt1,fcrl6,lrrc37a2,osbp2",5,7.721123489955643
"mstn,sfmbt1,aifm2,pfn2,fyn",5,7.9295228976399015
"mstn,sfmbt1,aifm2,pfn2,lrrc37a2",5,7.845099725280492
"mstn,sfmbt1,aifm2,pfn2,osbp2",5,7.9179346758270786
"mstn,sfmbt1,aifm2,fyn,lrrc37a2",5,7.881965094486193
"mstn,sfmbt1,aifm2,fyn,osbp2",5,7.844955610698171
"mstn,sfmbt1,aifm2,lrrc37a2,osbp2",5,7.837171393052358
"mstn,sfmbt1,pfn2,fyn,lrrc37a2",5,7.924679088137095
"mstn,sfmbt1,pfn2,fyn,osbp2",5,7.860870081243552
"mstn,sfmbt1,pfn2,lrrc37a2,osbp2",5,7.853393422649706
"mstn,sfmbt1,fyn,lrrc37a2,osbp2",5,7.788200606801988
"mstn,fcrl6,aifm2,pfn2,fyn",5,7.860304357247697
"mstn,fcrl6,aifm2,pfn2,lrrc37a2",5,7.845724838573643
"mstn,fcrl6,aifm2,pfn2,osbp2",5,7.888404711661149
"mstn,fcrl6,aifm2,fyn,lrrc37a2",5,7.801275430983914
"mstn,fcrl6,aifm2,fyn,osbp2",5,7.764780237097637
"mstn,fcrl6,aifm2,lrrc37a2,osbp2",5,7.765587152094488
"mstn,fcrl6,pfn2,fyn,lrrc37a2",5,7.823418909797381
"mstn,fcrl6,pfn2,fyn,osbp2",5,7.761872686454259
"mstn,fcrl6,pfn2,lrrc37a2,osbp2",5,7.810668896503887
"mstn,fcrl6,fyn,lrrc37a2,osbp2",5,7.723289009613076
"mstn,aifm2,pfn2,fyn,lrrc37a2",5,7.893671659847717
"mstn,aifm2,pfn2,fyn,osbp2",5,7.872934810496854
"mstn,aifm2,pfn2,lrrc37a2,osbp2",5,7.887965397713806
"mstn,aifm2,fyn,lrrc37a2,osbp2",5,7.80881770167978
"mstn,pfn2,fyn,lrrc37a2,osbp2",5,7.818272108739623
"bambi,tmt1a,sfmbt1,fcrl6,aifm2",5,7.733914514576904
"bambi,tmt1a,sfmbt1,fcrl6,pfn2",5,7.83203813308199
"bambi,tmt1a,sfmbt1,fcrl6,fyn",5,7.835679561690972
"bambi,tmt1a,sfmbt1,fcrl6,lrrc37a2",5,7.738821099284065
"bambi,tmt1a,sfmbt1,fcrl6,osbp2",5,7.809914515475798
"bambi,tmt1a,sfmbt1,aifm2,pfn2",5,7.82273966935099
"bambi,tmt1a,sfmbt1,aifm2,fyn",5,7.850087962194282
"bambi,tmt1a,sfmbt1,aifm2,lrrc37a2",5,7.73534514477639
"bambi,tmt1a,sfmbt1,aifm2,osbp2",5,7.819276842836191
"bambi,tmt1a,sfmbt1,pfn2,fyn",5,7.91838846367489
"bambi,tmt1a,sfmbt1,pfn2,lrrc37a2",5,7.823221280506459
"bambi,tmt1a,sfmbt1,pfn2,osbp2",5,7.877503879304444
"bambi,tmt1a,sfmbt1,fyn,lrrc37a2",5,7.874233324788029
"bambi,tmt1a,sfmbt1,fyn,osbp2",5,7.824769129103378
"bambi,tmt1a,sfmbt1,lrrc37a2,osbp2",5,7.807549626637317
"bambi,tmt1a,fcrl6,aifm2,pfn2",5,7.830009413870243
"bambi,tmt1a,fcrl6,aifm2,fyn",5,7.7296058346307674
"bambi,tmt1a,fcrl6,aifm2,lrrc37a2",5,7.706072288512127
"bambi,tmt1a,fcrl6,aifm2,osbp2",5,7.746154201905206
"bambi,tmt1a,fcrl6,pfn2,fyn",5,7.798670461337384
"bambi,tmt1a,fcrl6,pfn2,lrrc37a2",5,7.798194981089893
"bambi,tmt1a,fcrl6,pfn2,osbp2",5,7.817926587664029
"bambi,tmt1a,fcrl6,fyn,lrrc37a2",5,7.7528606658014985
"bambi,tmt1a,fcrl6,fyn,osbp2",5,7.72461145020796
"bambi,tmt1a,fcrl6,lrrc37a2,osbp2",5,7.7291474104424855
"bambi,tmt1a,aifm2,pfn2,fyn",5,7.8222125728660865
"bambi,tmt1a,aifm2,pfn2,lrrc37a2",5,7.825836542537412
"bambi,tmt1a,aifm2,pfn2,osbp2",5,7.85888851435446
"bambi,tmt1a,aifm2,fyn,lrrc37a2",5,7.780594236491247
"bambi,tmt1a,aifm2,fyn,osbp2",5,7.754618395565948
"bambi,tmt1a,aifm2,lrrc37a2,osbp2",5,7.774119512236978
"bambi,tmt1a,pfn2,fyn,lrrc37a2",5,7.829970311368617
"bambi,tmt1a,pfn2,fyn,osbp2",5,7.78083354623156
"bambi,tmt1a,pfn2,lrrc37a2,osbp2",5,7.827023021780978
"bambi,tmt1a,fyn,lrrc37a2,osbp2",5,7.751678044225155
"bambi,sfmbt1,fcrl6,aifm2,pfn2",5,7.794013748266333
"bambi,sfmbt1,fcrl6,aifm2,fyn",5,7.831651410681084
"bambi,sfmbt1,fcrl6,aifm2,lrrc37a2",5,7.731571868604342
"bambi,sfmbt1,fcrl6,aifm2,osbp2",5,7.7872859175858595
"bambi,sfmbt1,fcrl6,pfn2,fyn",5,7.871564942438368
"bambi,sfmbt1,fcrl6,pfn2,lrrc37a2",5,7.787725752497769
"bambi,sfmbt1,fcrl6,pfn2,osbp2",5,7.831609071114251
"bambi,sfmbt1,fcrl6,fyn,lrrc37a2",5,7.868982660527661
"bambi,sfmbt1,fcrl6,fyn,osbp2",5,7.814302118754315
"bambi,sfmbt1,fcrl6,lrrc37a2,osbp2",5,7.777658692971365
"bambi,sfmbt1,aifm2,pfn2,fyn",5,7.889363291436516
"bambi,sfmbt1,aifm2,pfn2,lrrc37a2",5,7.768938592886011
"bambi,sfmbt1,aifm2,pfn2,osbp2",5,7.82810767067537
"bambi,sfmbt1,aifm2,fyn,lrrc37a2",5,7.880634922706585
"bambi,sfmbt1,aifm2,fyn,osbp2",5,7.836135562274013
"bambi,sfmbt1,aifm2,lrrc37a2,osbp2",5,7.788477615977097
"bambi,sfmbt1,pfn2,fyn,lrrc37a2",5,7.907528028851133
"bambi,sfmbt1,pfn2,fyn,osbp2",5,7.84192612857169
"bambi,sfmbt1,pfn2,lrrc37a2,osbp2",5,7.812406095529488
"bambi,sfmbt1,fyn,lrrc37a2,osbp2",5,7.837555239795992
"bambi,fcrl6,aifm2,pfn2,fyn",5,7.824233875993705
"bambi,fcrl6,aifm2,pfn2,lrrc37a2",5,7.792771454353908
"bambi,fcrl6,aifm2,pfn2,osbp2",5,7.820146086493562
"bambi,fcrl6,aifm2,fyn,lrrc37a2",5,7.792085822118696
"bambi,fcrl6,aifm2,fyn,osbp2",5,7.761666890925735
"bambi,fcrl6,aifm2,lrrc37a2,osbp2",5,7.730357454083955
"bambi,fcrl6,pfn2,fyn,lrrc37a2",5,7.819242164950267
"bambi,fcrl6,pfn2,fyn,osbp2",5,7.769865098002936
"bambi,fcrl6,pfn2,lrrc37a2,osbp2",5,7.77321308818415
"bambi,fcrl6,fyn,lrrc37a2,osbp2",5,7.787651655658379
"bambi,aifm2,pfn2,fyn,lrrc37a2",5,7.840435995001265
"bambi,aifm2,pfn2,fyn,osbp2",5,7.792972178134478
"bambi,aifm2,pfn2,lrrc37a2,osbp2",5,7.795887146935026
"bambi,aifm2,fyn,lrrc37a2,osbp2",5,7.797234388596214
"bambi,pfn2,fyn,lrrc37a2,osbp2",5,7.784933606903265
"tmt1a,sfmbt1,fcrl6,aifm2,pfn2",5,7.902393015938646
"tmt1a,sfmbt1,fcrl6,aifm2,fyn",5,7.8792986222526205
"tmt1a,sfmbt1,fcrl6,aifm2,lrrc37a2",5,7.778590125436719
"tmt1a,sfmbt1,fcrl6,aifm2,osbp2",5,7.829476707245049
"tmt1a,sfmbt1,fcrl6,pfn2,fyn",5,7.95884452026187
"tmt1a,sfmbt1,fcrl6,pfn2,lrrc37a2",5,7.87639614250966
"tmt1a,sfmbt1,fcrl6,pfn2,osbp2",5,7.908486926701005
"tmt1a,sfmbt1,fcrl6,fyn,lrrc37a2",5,7.925158018334718
"tmt1a,sfmbt1,fcrl6,fyn,osbp2",5,7.8547295342561405
"tmt1a,sfmbt1,fcrl6,lrrc37a2,osbp2",5,7.826172005294007
"tmt1a,sfmbt1,aifm2,pfn2,fyn",5,7.972727821363345
"tmt1a,sfmbt1,aifm2,pfn2,lrrc37a2",5,7.8523025481572075
"tmt1a,sfmbt1,aifm2,pfn2,osbp2",5,7.912366290036606
"tmt1a,sfmbt1,aifm2,fyn,lrrc37a2",5,7.923739666671546
"tmt1a,sfmbt1,aifm2,fyn,osbp2",5,7.87376394221797
"tmt1a,sfmbt1,aifm2,lrrc37a2,osbp2",5,7.824888215619717
"tmt1a,sfmbt1,pfn2,fyn,lrrc37a2",5,7.985710301609936
"tmt1a,sfmbt1,pfn2,fyn,osbp2",5,7.91624263043792
"tmt1a,sfmbt1,pfn2,lrrc37a2,osbp2",5,7.890636223476431
"tmt1a,sfmbt1,fyn,lrrc37a2,osbp2",5,7.877492897022498
"tmt1a,fcrl6,aifm2,pfn2,fyn",5,7.896809240884911
"tmt1a,fcrl6,aifm2,pfn2,lrrc37a2",5,7.881974819695736
"tmt1a,fcrl6,aifm2,pfn2,osbp2",5,7.877198866438
"tmt1a,fcrl6,aifm2,fyn,lrrc37a2",5,7.822251149899197
"tmt1a,fcrl6,aifm2,fyn,osbp2",5,7.76886768860494
"tmt1a,fcrl6,aifm2,lrrc37a2,osbp2",5,7.7599257731449685
"tmt1a,fcrl6,pfn2,fyn,lrrc37a2",5,7.885417290615716
"tmt1a,fcrl6,pfn2,fyn,osbp2",5,7.823914277171463
"tmt1a,fcrl6,pfn2,lrrc37a2,osbp2",5,7.835117523510735
"tmt1a,fcrl6,fyn,lrrc37a2,osbp2",5,7.7873780154655785
"tmt1a,aifm2,pfn2,fyn,lrrc37a2",5,7.902600985266267
"tmt1a,aifm2,pfn2,fyn,osbp2",5,7.85327506340509
"tmt1a,aifm2,pfn2,lrrc37a2,osbp2",5,7.87153457930113
"tmt1a,aifm2,fyn,lrrc37a2,osbp2",5,7.816448359088011
"tmt1a,pfn2,fyn,lrrc37a2,osbp2",5,7.84122800700767
"sfmbt1,fcrl6,aifm2,pfn2,fyn",5,7.928691069718568
"sfmbt1,fcrl6,aifm2,pfn2,lrrc37a2",5,7.829989439138156
"sfmbt1,fcrl6,aifm2,pfn2,osbp2",5,7.861033622889188
"sfmbt1,fcrl6,aifm2,fyn,lrrc37a2",5,7.912637672618964
"sfmbt1,fcrl6,aifm2,fyn,osbp2",5,7.837745631436803
"sfmbt1,fcrl6,aifm2,lrrc37a2,osbp2",5,7.799702279933826
"sfmbt1,fcrl6,pfn2,fyn,lrrc37a2",5,7.940584194457565
"sfmbt1,fcrl6,pfn2,fyn,osbp2",5,7.866970640971681
"sfmbt1,fcrl6,pfn2,lrrc37a2,osbp2",5,7.846147618108456
"sfmbt1,fcrl6,fyn,lrrc37a2,osbp2",5,7.868975208329716
"sfmbt1,aifm2,pfn2,fyn,lrrc37a2",5,7.94469524653178
"sfmbt1,aifm2,pfn2,fyn,osbp2",5,7.888399939877676
"sfmbt1,aifm2,pfn2,lrrc37a2,osbp2",5,7.836341246644434
"sfmbt1,aifm2,fyn,lrrc37a2,osbp2",5,7.8813825609226305
"sfmbt1,pfn2,fyn,lrrc37a2,osbp2",5,7.890213747040468
"fcrl6,aifm2,pfn2,fyn,lrrc37a2",5,7.901890522947802
"fcrl6,aifm2,pfn2,fyn,osbp2",5,7.83717476168688
"fcrl6,aifm2,pfn2,lrrc37a2,osbp2",5,7.821028852664945
"fcrl6,aifm2,fyn,lrrc37a2,osbp2",5,7.810630665930343
"fcrl6,pfn2,fyn,lrrc37a2,osbp2",5,7.82799821842668
"aifm2,pfn2,fyn,lrrc37a2,osbp2",5,7.852677859317171
"mstn,bambi,tmt1a,sfmbt1,fcrl6,aifm2",6,7.735826495872888
"mstn,bambi,tmt1a,sfmbt1,fcrl6,pfn2",6,7.832265616676061
"mstn,bambi,tmt1a,sfmbt1,fcrl6,fyn",6,7.785340491595315
"mstn,bambi,tmt1a,sfmbt1,fcrl6,lrrc37a2",6,7.689277363038243
"mstn,bambi,tmt1a,sfmbt1,fcrl6,osbp2",6,7.744348936399483
"mstn,bambi,tmt1a,sfmbt1,aifm2,pfn2",6,7.843911915352116
"mstn,bambi,tmt1a,sfmbt1,aifm2,fyn",6,7.843709806194313
"mstn,bambi,tmt1a,sfmbt1,aifm2,lrrc37a2",6,7.755806271909392
"mstn,bambi,tmt1a,sfmbt1,aifm2,osbp2",6,7.841553900365584
"mstn,bambi,tmt1a,sfmbt1,pfn2,fyn",6,7.903615814649686
"mstn,bambi,tmt1a,sfmbt1,pfn2,lrrc37a2",6,7.82331541588923
"mstn,bambi,tmt1a,sfmbt1,pfn2,osbp2",6,7.880679664921886
"mstn,bambi,tmt1a,sfmbt1,fyn,lrrc37a2",6,7.848716422053766
"mstn,bambi,tmt1a,sfmbt1,fyn,osbp2",6,7.79383684690192
"mstn,bambi,tmt1a,sfmbt1,lrrc37a2,osbp2",6,7.782456967530936
"mstn,bambi,tmt1a,fcrl6,aifm2,pfn2",6,7.889739239511145
"mstn,bambi,tmt1a,fcrl6,aifm2,fyn",6,7.731614275553682
"mstn,bambi,tmt1a,fcrl6,aifm2,lrrc37a2",6,7.7167757420360905
"mstn,bambi,tmt1a,fcrl6,aifm2,osbp2",6,7.756162305544419
"mstn,bambi,tmt1a,fcrl6,pfn2,fyn",6,7.7619396690738585
"mstn,bambi,tmt1a,fcrl6,pfn2,lrrc37a2",6,7.806080599201619
"mstn,bambi,tmt1a,fcrl6,pfn2,osbp2",6,7.81552926091574
"mstn,bambi,tmt1a,fcrl6,fyn,lrrc37a2",6,7.705711657361348
"mstn,bambi,tmt1a,fcrl6,fyn,osbp2",6,7.658386952753985
"mstn,bambi,tmt1a,fcrl6,lrrc37a2,osbp2",6,7.672221452167452
"mstn,bambi,tmt1a,aifm2,pfn2,fyn",6,7.851256725502354
"mstn,bambi,tmt1a,aifm2,pfn2,lrrc37a2",6,7.860056110541127
"mstn,bambi,tmt1a,aifm2,pfn2,osbp2",6,7.920630384087317
"mstn,bambi,tmt1a,aifm2,fyn,lrrc37a2",6,7.777524731125729
"mstn,bambi,tmt1a,aifm2,fyn,osbp2",6,7.756448489330005
"mstn,bambi,tmt1a,aifm2,lrrc37a2,osbp2",6,7.796963358414967
"mstn,bambi,tmt1a,pfn2,fyn,lrrc37a2",6,7.822001801514196
"mstn,bambi,tmt1a,pfn2,fyn,osbp2",6,7.771504082210624
"mstn,bambi,tmt1a,pfn2,lrrc37a2,osbp2",6,7.834863462893845
"mstn,bambi,tmt1a,fyn,lrrc37a2,osbp2",6,7.724659665929223
"mstn,bambi,sfmbt1,fcrl6,aifm2,pfn2",6,7.780269260350122
"mstn,bambi,sfmbt1,fcrl6,aifm2,fyn",6,7.7926656765655125
"mstn,bambi,sfmbt1,fcrl6,aifm2,lrrc37a2",6,7.700206557442975
"mstn,bambi,sfmbt1,fcrl6,aifm2,osbp2",6,7.75144043779178
"mstn,bambi,sfmbt1,fcrl6,pfn2,fyn",6,7.814243721435673
"mstn,bambi,sfmbt1,fcrl6,pfn2,lrrc37a2",6,7.773725107084022
"mstn,bambi,sfmbt1,fcrl6,pfn2,osbp2",6,7.812331338043425
"mstn,bambi,sfmbt1,fcrl6,fyn,lrrc37a2",6,7.780500505042614
"mstn,bambi,sfmbt1,fcrl6,fyn,osbp2",6,7.708670008652401
"mstn,bambi,sfmbt1,fcrl6,lrrc37a2,osbp2",6,7.676674485352212
"mstn,bambi,sfmbt1,aifm2,pfn2,fyn",6,7.889304033626222
"mstn,bambi,sfmbt1,aifm2,pfn2,lrrc37a2",6,7.785611367148324
"mstn,bambi,sfmbt1,aifm2,pfn2,osbp2",6,7.855022090468884
"mstn,bambi,sfmbt1,aifm2,fyn,lrrc37a2",6,7.839371449589922
"mstn,bambi,sfmbt1,aifm2,fyn,osbp2",6,7.80162037039358
"mstn,bambi,sfmbt1,aifm2,lrrc37a2,osbp2",6,7.779394501362503
"mstn,bambi,sfmbt1,pfn2,fyn,lrrc37a2",6,7.882756760899557
"mstn,bambi,sfmbt1,pfn2,fyn,osbp2",6,7.817798713937095
"mstn,bambi,sfmbt1,pfn2,lrrc37a2,osbp2",6,7.807682222025643
"mstn,bambi,sfmbt1,fyn,lrrc37a2,osbp2",6,7.762557633474272
"mstn,bambi,fcrl6,aifm2,pfn2,fyn",6,7.810549374155564
"mstn,bambi,fcrl6,aifm2,pfn2,lrrc37a2",6,7.7767048967745245
"mstn,bambi,fcrl6,aifm2,pfn2,osbp2",6,7.81965264268784
"mstn,bambi,fcrl6,aifm2,fyn,lrrc37a2",6,7.752557239808761
"mstn,bambi,fcrl6,aifm2,fyn,osbp2",6,7.720766638178141
"mstn,bambi,fcrl6,aifm2,lrrc37a2,osbp2",6,7.705395167621216
"mstn,bambi,fcrl6,pfn2,fyn,lrrc37a2",6,7.770808163055071
"mstn,bambi,fcrl6,pfn2,fyn,osbp2",6,7.712694639478384
"mstn,bambi,fcrl6,pfn2,lrrc37a2,osbp2",6,7.759335951051742
"mstn,bambi,fcrl6,fyn,lrrc37a2,osbp2",6,7.681436132202518
"mstn,bambi,aifm2,pfn2,fyn,lrrc37a2",6,7.847088767802699
"mstn,bambi,aifm2,pfn2,fyn,osbp2",6,7.8301639491488855
"mstn,bambi,aifm2,pfn2,lrrc37a2,osbp2",6,7.822628643799534
"mstn,bambi,aifm2,fyn,lrrc37a2,osbp2",6,7.764401347201945
"mstn,bambi,pfn2,fyn,lrrc37a2,osbp2",6,7.7727120112524775
"mstn,tmt1a,sfmbt1,fcrl6,aifm2,pfn2",6,7.899794732348823
"mstn,tmt1a,sfmbt1,fcrl6,aifm2,fyn",6,7.790367163545065
"mstn,tmt1a,sfmbt1,fcrl6,aifm2,lrrc37a2",6,7.71377997290115
"mstn,tmt1a,sfmbt1,fcrl6,aifm2,osbp2",6,7.77567946794098
"mstn,tmt1a,sfmbt1,fcrl6,pfn2,fyn",6,7.847136125550938
"mstn,tmt1a,sfmbt1,fcrl6,pfn2,lrrc37a2",6,7.811553186228837
"mstn,tmt1a,sfmbt1,fcrl6,pfn2,osbp2",6,7.845281068310103
"mstn,tmt1a,sfmbt1,fcrl6,fyn,lrrc37a2",6,7.794692181823887
"mstn,tmt1a,sfmbt1,fcrl6,fyn,osbp2",6,7.731342168634873
"mstn,tmt1a,sfmbt1,fcrl6,lrrc37a2,osbp2",6,7.706737717999211
"mstn,tmt1a,sfmbt1,aifm2,pfn2,fyn",6,7.892578087538267
"mstn,tmt1a,sfmbt1,aifm2,pfn2,lrrc37a2",6,7.812093627536177
"mstn,tmt1a,sfmbt1,aifm2,pfn2,osbp2",6,7.906592282428634
"mstn,tmt1a,sfmbt1,aifm2,fyn,lrrc37a2",6,7.831525740264063
"mstn,tmt1a,sfmbt1,aifm2,fyn,osbp2",6,7.813620934332672
"mstn,tmt1a,sfmbt1,aifm2,lrrc37a2,osbp2",6,7.807240295665674
"mstn,tmt1a,sfmbt1,pfn2,fyn,lrrc37a2",6,7.889526021041015
"mstn,tmt1a,sfmbt1,pfn2,fyn,osbp2",6,7.841501821699531
"mstn,tmt1a,sfmbt1,pfn2,lrrc37a2,osbp2",6,7.834718540488893
"mstn,tmt1a,sfmbt1,fyn,lrrc37a2,osbp2",6,7.772868923762115
"mstn,tmt1a,fcrl6,aifm2,pfn2,fyn",6,7.885188750614512
"mstn,tmt1a,fcrl6,aifm2,pfn2,lrrc37a2",6,7.8926958168105035
"mstn,tmt1a,fcrl6,aifm2,pfn2,osbp2",6,7.884787425075167
"mstn,tmt1a,fcrl6,aifm2,fyn,lrrc37a2",6,7.739908832838764
"mstn,tmt1a,fcrl6,aifm2,fyn,osbp2",6,7.699254864069395
"mstn,tmt1a,fcrl6,aifm2,lrrc37a2,osbp2",6,7.718575600170773
"mstn,tmt1a,fcrl6,pfn2,fyn,lrrc37a2",6,7.78803410240391
"mstn,tmt1a,fcrl6,pfn2,fyn,osbp2",6,7.716109784312562
"mstn,tmt1a,fcrl6,pfn2,lrrc37a2,osbp2",6,7.779434070481281
"mstn,tmt1a,fcrl6,fyn,lrrc37a2,osbp2",6,7.667473328424449
"mstn,tmt1a,aifm2,pfn2,fyn,lrrc37a2",6,7.841473707293894
"mstn,tmt1a,aifm2,pfn2,fyn,osbp2",6,7.83098182319215
"mstn,tmt1a,aifm2,pfn2,lrrc37a2,osbp2",6,7.877523573769633
"mstn,tmt1a,aifm2,fyn,lrrc37a2,osbp2",6,7.758824647531087
"mstn,tmt1a,pfn2,fyn,lrrc37a2,osbp2",6,7.775153179482841
"mstn,sfmbt1,fcrl6,aifm2,pfn2,fyn",6,7.820246196671873
"mstn,sfmbt1,fcrl6,aifm2,pfn2,lrrc37a2",6,7.753468753662373
"mstn,sfmbt1,fcrl6,aifm2,pfn2,osbp2",6,7.806503032410249
"mstn,sfmbt1,fcrl6,aifm2,fyn,lrrc37a2",6,7.780592197136543
"mstn,sfmbt1,fcrl6,aifm2,fyn,osbp2",6,7.7269141195725135
"mstn,sfmbt1,fcrl6,aifm2,lrrc37a2,osbp2",6,7.713177581989528
"mstn,sfmbt1,fcrl6,pfn2,fyn,lrrc37a2",6,7.807299043438389
"mstn,sfmbt1,fcrl6,pfn2,fyn,osbp2",6,7.735642719206862
"mstn,sfmbt1,fcrl6,pfn2,lrrc37a2,osbp2",6,7.767358973991586
"mstn,sfmbt1,fcrl6,fyn,lrrc37a2,osbp2",6,7.694216209372461
"mstn,sfmbt1,aifm2,pfn2,fyn,lrrc37a2",6,7.86554712653821
"mstn,sfmbt1,aifm2,pfn2,fyn,osbp2",6,7.831158344941639
"mstn,sfmbt1,aifm2,pfn2,lrrc37a2,osbp2",6,7.822457198622966
"mstn,sfmbt1,aifm2,fyn,lrrc37a2,osbp2",6,7.786238502300962
"mstn,sfmbt1,pfn2,fyn,lrrc37a2,osbp2",6,7.803555874915089
"mstn,fcrl6,aifm2,pfn2,fyn,lrrc37a2",6,7.8021388502858375
"mstn,fcrl6,aifm2,pfn2,fyn,osbp2",6,7.762057235847064
"mstn,fcrl6,aifm2,pfn2,lrrc37a2,osbp2",6,7.7667205397615
"mstn,fcrl6,aifm2,fyn,lrrc37a2,osbp2",6,7.705339086369222
"mstn,fcrl6,pfn2,fyn,lrrc37a2,osbp2",6,7.710704382118459
"mstn,aifm2,pfn2,fyn,lrrc37a2,osbp2",6,7.812393142533321
"bambi,tmt1a,sfmbt1,fcrl6,aifm2,pfn2",6,7.75785453552796
"bambi,tmt1a,sfmbt1,fcrl6,aifm2,fyn",6,7.738091647716204
"bambi,tmt1a,sfmbt1,fcrl6,aifm2,lrrc37a2",6,7.6399179638974966
"bambi,tmt1a,sfmbt1,fcrl6,aifm2,osbp2",6,7.718920246158148
"bambi,tmt1a,sfmbt1,fcrl6,pfn2,fyn",6,7.821717195942356
"bambi,tmt1a,sfmbt1,fcrl6,pfn2,lrrc37a2",6,7.739673010860547
"bambi,tmt1a,sfmbt1,fcrl6,pfn2,osbp2",6,7.799433405648195
"bambi,tmt1a,sfmbt1,fcrl6,fyn,lrrc37a2",6,7.777086474456228
"bambi,tmt1a,sfmbt1,fcrl6,fyn,osbp2",6,7.743736908754552
"bambi,tmt1a,sfmbt1,fcrl6,lrrc37a2,osbp2",6,7.715228795656749
"bambi,tmt1a,sfmbt1,aifm2,pfn2,fyn",6,7.848846431789167
"bambi,tmt1a,sfmbt1,aifm2,pfn2,lrrc37a2",6,7.730391539858511
"bambi,tmt1a,sfmbt1,aifm2,pfn2,osbp2",6,7.807917045040155
"bambi,tmt1a,sfmbt1,aifm2,fyn,lrrc37a2",6,7.790119097486231
"bambi,tmt1a,sfmbt1,aifm2,fyn,osbp2",6,7.769700879047267
"bambi,tmt1a,sfmbt1,aifm2,lrrc37a2,osbp2",6,7.723649781392432
"bambi,tmt1a,sfmbt1,pfn2,fyn,lrrc37a2",6,7.859362799134841
"bambi,tmt1a,sfmbt1,pfn2,fyn,osbp2",6,7.80927174624661
"bambi,tmt1a,sfmbt1,pfn2,lrrc37a2,osbp2",6,7.783910658558501
"bambi,tmt1a,sfmbt1,fyn,lrrc37a2,osbp2",6,7.769148317331477
"bambi,tmt1a,fcrl6,aifm2,pfn2,fyn",6,7.7496958965803655
"bambi,tmt1a,fcrl6,aifm2,pfn2,lrrc37a2",6,7.738370718904472
"bambi,tmt1a,fcrl6,aifm2,pfn2,osbp2",6,7.761113626019367
"bambi,tmt1a,fcrl6,aifm2,fyn,lrrc37a2",6,7.681343593702264
"bambi,tmt1a,fcrl6,aifm2,fyn,osbp2",6,7.653611195778913
"bambi,tmt1a,fcrl6,aifm2,lrrc37a2,osbp2",6,7.647788982379064
"bambi,tmt1a,fcrl6,pfn2,fyn,lrrc37a2",6,7.74994252194077
"bambi,tmt1a,fcrl6,pfn2,fyn,osbp2",6,7.7140345210052645
"bambi,tmt1a,fcrl6,pfn2,lrrc37a2,osbp2",6,7.726424927663823
"bambi,tmt1a,fcrl6,fyn,lrrc37a2,osbp2",6,7.676259981200799
"bambi,tmt1a,aifm2,pfn2,fyn,lrrc37a2",6,7.778469895663054
"bambi,tmt1a,aifm2,pfn2,fyn,osbp2",6,7.744589611006347
"bambi,tmt1a,aifm2,pfn2,lrrc37a2,osbp2",6,7.765420378172609
"bambi,tmt1a,aifm2,fyn,lrrc37a2,osbp2",6,7.710356267145166
