gene,mse
dpf2,8.268269361126217
dpf3,8.268392540364848
dph1,8.25374841715668
dph2,8.262147872947924
dph3,8.264414646392975
dph5,8.27062660552129
dph6,8.260663576307868
dph7,8.26370148463081
dpm1,8.241067681018075
dpm2,8.262253558343197
dpm3,8.262770345074962
dpp10,8.269893536528333
dpp3,8.253403357358433
dpp4,8.262425161441145
dpp6,8.236594431678427
dpp7,8.29022495545346
dpp8,8.254613665257075
dpp9,8.271476619867226
dppa2,8.263225912988553
dppa3,8.257294401485305
dppa4,8.241337010055629
dppa5,8.255177914498285
dprx,8.266684135811177
dpt,8.258933932607345
dpy19l1,8.272493909577603
dpy19l2,8.26705185368938
dpy19l3,8.262045341402002
dpy19l4,8.236071325636855
dpy30,8.315678489384991
dpyd,8.219173682521113
dpys,8.245408850721894
dpysl2,8.253305413239193
dpysl3,8.257024760110749
dpysl4,8.276709687626811
dpysl5,8.255460961042346
dqx1,8.263278719594252
dr1,8.263716346680663
dram1,8.259475258223791
dram2,8.267303561332566
drap1,8.276566696226908
draxin,8.273558480450076
drc1,8.239727833569255
drc12,8.261166703289756
drc3,8.283373793021385
drc7,8.252223569767635
drd1,8.22811164123414
drd2,8.254786971511361
drd3,8.305715875803806
drd4,8.261102109367771
drd5,8.2402533184643
drg1,8.283349601280925
drg2,8.25901893633363
drgx,8.262915758614302
drich1,8.275996998130772
drosha,8.257477029030824
drp2,8.282191527506562
dsc1,8.257364940973314
dsc2,8.265179329146164
dsc3,8.273164798304247
dscam,8.276766958743021
dscaml1,8.250021148922617
dscc1,8.261974104833898
dse,8.266613565480789
dsel,8.314277662093009
dsg1,8.305608413027711
dsg2,8.278148417472849
dsg3,8.238681954480576
dsg4,8.241929000703873
dsn1,8.269302516501696
dsp,8.275792081349971
dspp,8.239918611534492
dst,8.265220355419
dstn,8.26878939985929
dstyk,8.258482272816366
dtd1,8.261113013294455
dtd2,8.270086425001075
dthd1,8.251400417308355
dtl,8.283271015332266
dtna,8.27141519365103
dtnb,8.260706777534955
dtnbp1,8.268133881961518
dtwd1,8.260257941165206
dtwd2,8.25938269055355
dtx1,8.268543288231513
dtx2,8.26227775091272
dtx3,8.267115148502974
dtx3l,8.210149507626129
dtx4,8.268448744097185
dtymk,8.245706389305527
duox1,8.249039448175672
duox2,8.297592516502124
duoxa1,8.276713018356038
duoxa2,8.261946620457763
dus1l,8.2617085181884
dus2,8.175916102413142
dus3l,8.229259599477896
dus4l,8.262588585496157
dusp1,8.256728819408135
dusp10,8.268096578401073
dusp11,8.28175020862054
dusp12,8.259791844009442
dusp13b,8.223447920609566
dusp14,8.266336484975106
dusp15,8.236482941956835
dusp16,8.26786298632121
dusp18,8.286561832731817
dusp19,8.266894078300002
dusp2,8.262395795288324
dusp21,8.262261315234714
dusp22,8.267619775341212
dusp23,8.250900950643077
dusp26,8.3012336896577
dusp28,8.256859089741045
dusp29,8.274682518721182
dusp3,8.27216727075409
dusp4,8.26202001363599
dusp5,8.261688819666228
dusp6,8.272016887361278
dusp7,8.265663554309976
dusp8,8.257307600988515
dusp9,8.276455897755575
dut,8.2558009154354
dux4,8.26165087236654
duxa,8.26972780393845
duxb,8.261045435703336
dvl1,8.265420159056724
dvl2,8.305347116582322
dvl3,8.263982648800196
dxo,8.276181851307284
dydc1,8.26356572468305
dydc2,8.259821216866538
dym,8.263230767782286
dynap,8.261951690127836
dync1h1,8.282297441616503
dync1i1,8.26609292173946
dync1i2,8.275990808045552
dync1li1,8.264310798895709
dync1li2,8.251533878632003
dync2h1,8.26418048848997
dync2i1,8.252367231160209
dync2i2,8.264001886606104
dync2li1,8.28043582393258
dynll1,8.31847639862818
dynll2,8.259981775829482
dynlrb1,8.305971848789602
dynlrb2,8.26027225678688
dynlt1,8.251499286267947
dynlt2,8.263998801578953
dynlt2b,8.256076582433913
dynlt3,8.507564158033535
dynlt4,8.262046530308503
dynlt5,8.26250968019953
dyrk1a,8.268401076055529
dyrk1b,8.275873111074368
dyrk2,8.258978876782596
dyrk3,8.250711905200326
dyrk4,8.303008647189555
dysf,8.278798082092083
dytn,8.258276106642729
dzank1,8.205128488940073
dzip1,8.231198729963879
dzip1l,8.28350672782572
dzip3,8.256392849511508
e2f1,8.260670259076674
e2f2,8.259709393338875
e2f3,8.278648345256611
e2f4,8.263816074213368
e2f5,8.260922101219347
e2f6,8.248730707482892
e2f7,8.279610630671984
e2f8,8.260269101137597
e4f1,8.264303421805767
eaf1,8.266298419778815
eaf2,8.249781934879245
eapp,8.247276668679968
ears2,8.264319845418731
ebag9,8.240399290274294
ebf1,8.290364641636723
ebf2,8.2601367680662
ebf3,8.26890060738401
ebf4,8.265619422218542
ebi3,8.26990310486754
ebln1,8.261465910170879
ebln2,8.274414815626834
ebna1bp2,8.26998411823041
ebp,8.26284863625125
ebpl,8.26106231007106
ecd,8.31637275486505
ece1,8.291349268996534
ecel1,8.265120068164538
ech1,8.2696001204048
echdc1,8.27850272217331
echdc2,8.263545383391063
echdc3,8.26365870657614
echs1,8.257442845050795
eci1,8.259432485501087
eci2,8.308625456161419
ecm1,8.27705775484978
ecm2,8.26712552149001
ecpas,8.262123884723884
ecrg4,8.26931212092013
ecscr,8.260838015764485
ecsit,8.273076966269398
ect2,8.254183476903144
ect2l,8.23229195354523
eda,8.279918018840583
eda2r,8.258754746802243
edar,8.29854122621691
edaradd,8.323540592128424
edc3,8.236561849877473
edc4,8.260751052161066
eddm3a,8.263652309021275
eddm3b,8.262372978224768
edem1,8.260282995930911
edem2,8.295304517100313
edem3,8.274701456647295
edf1,8.261982196382798
edil3,8.324896233191739
edn1,8.263975952077665
edn2,8.333049539363394
edn3,8.256265557678594
ednra,8.254376849096346
ednrb,8.239649611024635
edrf1,8.254856852591544
eea1,8.26008415487252
eed,8.235016557985498
eef1a1,8.259257212448613
eef1a2,8.252960994832694
eef1akmt1,8.293686654492772
eef1akmt2,8.248016987911518
eef1akmt3,8.229075408663324
eef1akmt4,8.262504346816499
eef1akmt4_ece2,8.262179748926387
eef1b2,8.251889765352296
eef1d,8.278345190703673
eef1e1,8.262046530308503
eef1g,8.261685068455757
eef2,8.261475056376703
eef2k,8.261973681226275
eef2kmt,8.266144795773506
eefsec,8.282363096223682
eeig1,8.257693977844601
eeig2,8.265584090065442
eepd1,8.268051782788334
efcab10,8.252685466774789
efcab11,8.239265875503056
efcab12,8.26648971786775
efcab13,8.27099326566529
efcab14,8.210953404645274
efcab2,8.259439877648367
efcab3,8.281668252249005
efcab5,8.261821180421727
efcab6,8.26420788574881
efcab7,8.276524369074025
efcab8,8.293556037101721
efcab9,8.24751307292927
efcc1,8.266939080348289
efemp1,8.245487160413731
efemp2,8.2681745196563
efhb,8.24269227692135
efhc1,8.304673545005379
efhc2,8.285339472957387
efhd1,8.277848955694317
efhd2,8.26858057697681
efl1,8.259145783880694
efna1,8.267923821316169
efna2,8.262197530083624
efna3,8.255226346252003
efna4,8.26324576089218
efna5,8.323602125186172
efnb1,8.281134126266942
efnb2,8.231452631388336
efnb3,8.255858211390116
efr3a,8.274869344560184
efr3b,8.260222914469319
efs,8.266775066310561
eftud2,8.280332985236772
egf,8.249841564906362
egfl6,8.275276722478154
egfl7,8.260431869565409
egfl8,8.266857322127857
egflam,8.266219442558503
egfr,8.255345331098903
egln1,8.224466844454069
egln2,8.241747444650228
egln3,8.262902921633382
egr1,8.255483904417453
egr2,8.329498254827548
egr3,8.264420917747936
egr4,8.259904782923524
ehbp1,8.225844292483266
ehbp1l1,8.26340465255925
ehd1,8.261663702883695
ehd2,8.20700133155771
ehd3,8.26132204369171
ehd4,8.264213985299726
ehf,8.264263788282003
ehhadh,8.260951378787105
ehmt1,8.263918264010023
ehmt2,8.262064095106943
ei24,8.261128855056489
eid1,8.262214840398673
eid2,8.345484837645849
eid2b,8.273111163080914
eid3,8.261175077492078
eif1,8.265299857350172
eif1ad,8.265499753305845
eif1ax,8.261758437425483
eif1ay,8.261568424895755
eif1b,8.260474765364046
eif2a,8.262416409287985
eif2ak1,8.249218749504111
eif2ak2,8.26318761142548
eif2ak3,8.285491789899703
eif2ak4,8.29292254225544
eif2b1,8.253472155043694
eif2b2,8.333589124694775
eif2b3,8.268446005364439
eif2b4,8.279208636069008
eif2b5,8.254507002935322
eif2d,8.252015683690505
eif2s1,8.2630796777679
eif2s2,8.250295089505379
eif2s3,8.264007241599803
eif2s3b,8.264128709305934
eif3a,8.279157072258586
eif3b,8.265701353397533
eif3c,8.288921662084181
eif3d,8.259732053861644
eif3e,8.274507380625773
eif3f,8.244471144662054
eif3g,8.250410354168032
eif3h,8.26379347476764
eif3i,8.264120976219656
eif3j,8.218549177862089
eif3k,8.302617250446515
eif3l,8.248031269794833
eif3m,8.258354869929342
eif4a1,8.262735833521948
eif4a2,8.258154111046458
eif4a3,8.261990340804273
eif4b,8.265083314619543
eif4e,8.267277398530668
eif4e1b,8.25093516543348
eif4e2,8.261312807992597
eif4e3,8.264752725401035
eif4ebp1,8.27296035451301
eif4ebp2,8.294413510659416
eif4enif1,8.315790230566236
eif4g1,8.290966373646318
eif4g2,8.256549094310747
eif4g3,8.27896481918476
eif4h,8.274807534906888
eif5,8.262533686804758
eif5a,8.259487800431808
eif5a2,8.26370483200408
eif5al1,8.292689133499156
eif5b,8.272871745001028
eif6,8.240576186793948
eipr1,8.277955338730903
elac1,8.264397375738405
elac2,8.26170116910125
elane,8.26348553407157
elapor1,8.262207175905118
elapor2,8.267688877742717
elavl1,8.283316071820252
elavl2,8.264217529925443
elavl3,8.25581758504959
elavl4,8.251039604700061
elf1,8.286587651018198
elf2,8.247889791772632
elf3,8.264081273118116
elf4,8.274761002002474
elf5,8.268988965915142
elfn1,8.262394239112536
elfn2,8.330617566354832
elk1,8.261487197221307
elk3,8.262118928210542
elk4,8.304200716253845
ell,8.263491136553757
ell2,8.269582812662136
ell3,8.247156016004883
elmo1,8.251135454192632
elmo2,8.267711484472587
elmo3,8.259270244562542
elmod1,8.25441201216981
elmod2,8.271487065210865
elmod3,8.264271142158513
eln,8.261505013238219
eloa,8.259606537360192
eloa2,8.260610722537788
eloa3bp,8.262046530308503
eloa3dp,8.262116368076214
elob,8.259020363777738
eloc,8.25727255622258
elof1,8.262560897617089
elovl1,8.258461814091676
elovl2,8.242897702406681
elovl3,8.26252602402842
elovl4,8.260379860104155
elovl5,8.282981153464121
elovl6,8.261716244036462
elovl7,8.217841570757008
elp1,8.265690935680135
elp2,8.219413725716956
elp3,8.265741475545116
elp4,8.247565101624193
elp5,8.25982307291975
elp6,8.26234297468038
elspbp1,8.261427253585437
emb,8.27023426457303
emc1,8.254319090860509
emc10,8.306946307796485
emc2,8.252944675317474
emc3,8.259623459727452
emc4,8.262064638804384
emc6,8.262374673152733
emc7,8.248062205727997
emc8,8.274421866820852
emc9,8.261575945142178
emcn,8.265901912020354
emd,8.280129645392854
eme1,8.269994141010802
eme2,8.263971123878736
emg1,8.250834406539918
emid1,8.24941124056382
emilin1,8.214131224203445
emilin2,8.260644883583945
emilin3,8.238810263017598
eml1,8.260471664547833
eml2,8.251528787010473
eml3,8.262913239064346
eml4,8.29013297657233
eml5,8.274631432596378
eml6,8.263146256693142
emp1,8.26182661701726
emp2,8.260717289369664
emp3,8.262341850593593
emsy,8.29154175592904
emx1,8.276526103842775
emx2,8.25951607035635
en1,8.261756957304328
en2,8.278157524965964
enah,8.298161835082082
enam,8.281372875617514
enc1,8.262317194989237
endod1,8.263170803557362
endou,8.254187403081774
endov,8.253321795583851
eng,8.27001537709561
engase,8.264632938871873
enho,8.255350211763103
enkd1,8.27613766104348
enkur,8.261324092715668
eno1,8.269683077587159
eno2,8.30390915891371
eno3,8.260968204221175
eno4,8.264316496618381
enoph1,8.221614609898229
enosf1,8.261876031028274
enox1,8.257242132552937
enox2,8.261947391898826
enpep,8.259429503730754
enpp1,8.287314465163416
enpp2,8.27537998878955
enpp3,8.267646289662109
enpp4,8.274722772603518
enpp5,8.244678755487433
enpp6,8.264340907260767
enpp7,8.2045165287693
ensa,8.250824292862381
enthd1,8.246272070955719
entpd1,8.252505092658884
entpd2,8.219848762677932
entpd3,8.306224946907328
entpd4,8.22212386368344
entpd5,8.25228072131295
entpd6,8.25945990521643
entpd7,8.248176863389924
entpd8,8.27797532448684
entr1,8.26241086718502
entrep1,8.28688034265949
entrep2,8.25986950671879
entrep3,8.284410363681895
eny2,8.279246514438826
eogt,8.266681647504486
eola1,8.263851079166136
eola2,8.261066603664426
eomes,8.26265633087262
ep300,8.253257647898954
ep400,8.261889723117472
epas1,8.2691190011503
epb41,8.23322783321251
epb41l1,8.263785875767713
epb41l2,8.262149831188813
epb41l3,8.241853636548825
epb41l4a,8.253163587028661
epb41l4b,8.272105883820807
epb41l5,8.311912314107857
epb42,8.257418758415488
epc1,8.306669256724662
epc2,8.26117032960512
epcam,8.260712460412831
epcip,8.27817971642884
epdr1,8.253765248176709
epg5,8.275575624515074
epgn,8.263860096521125
epha1,8.24017972047291
epha10,8.277533273627563
epha2,8.264363909472454
epha3,8.263475212647897
epha4,8.260228581678176
epha5,8.264745991810008
epha6,8.238080189007972
epha7,8.263999080652802
epha8,8.2947453953192
ephb1,8.249260111033742
ephb2,8.29199225911315
ephb3,8.273590161847038
ephb4,8.261822840684069
ephb6,8.25008987721963
ephx1,8.264041879262932
ephx2,8.262685999433323
ephx3,8.27621074414608
ephx4,8.25360719407215
epm2a,8.289423777881307
epm2aip1,8.31453987638888
epn1,8.267041694968333
epn2,8.263187193246184
epn3,8.250684330973098
epo,8.261479609612103
epop,8.257312563893151
epor,8.257319825924778
eppin,8.266095171356215
eppin_wfdc6,8.270249505831723
eppk1,8.265210143214066
eprs1,8.332923343424811
eps15,8.256973968203175
eps15l1,8.283422879358028
eps8,8.247962878665573
eps8l1,8.284361231933788
eps8l2,8.262673889868221
eps8l3,8.261538686095914
epsti1,8.336745221529121
epx,8.247940477636819
epyc,8.261792364756849
eqtn,8.266458763560074
eral1,8.267870860673051
erap1,8.264526474987674
erap2,8.250655848158628
eras,8.262061956662148
erbb2,8.26172977551954
erbb3,8.221310583600012
erbb4,8.255162270135521
erbin,8.247219975490514
erc1,8.270518410109439
erc2,8.24714956663492
ercc1,8.274486595456537
ercc2,8.283245485085178
ercc3,8.268507519484345
ercc4,8.265262677671354
ercc5,8.286777216376805
ercc6,8.25977519570775
ercc6l,8.259626775798639
ercc6l2,8.236930436083988
ercc8,8.276050360495722
ereg,8.257037650651164
erf,8.240928550596065
erfe,8.257018438954285
erg,8.263109764459012
ergic1,8.271977381860184
ergic2,8.265333421684456
ergic3,8.277316738958326
eri1,8.261885514673548
eri2,8.274165203639722
eri3,8.282164811429936
erich1,8.267328821784291
erich2,8.318624435568756
erich3,8.264100080759516
erich4,8.261999890155979
erich5,8.287952882673078
erich6,8.254470905470049
erich6b,8.281420406093565
erlec1,8.261626279539247
erlin1,8.310872763079352
erlin2,8.275645338414597
ermap,8.253969250411789
ermard,8.2524771922863
ermn,8.272540364513377
ermp1,8.230313222139538
ern1,8.232636537605783
ern2,8.25913348470528
ero1a,8.265011951680558
ero1b,8.258521432020139
erp27,8.253413897393457
erp29,8.23770094702578
erp44,8.26622227480905
errfi1,8.26022075791599
erv3_1,8.262277870921743
ervfrd_1,8.262470006365236
ervv_2,8.262159073527911
ervw_1,8.251444289421475
esam,8.300263216517841
esco1,8.260942495006484
esco2,8.263221137019526
esd,8.286037285221564
esf1,8.275003399438212
esm1,8.241497206462382
espl1,8.251134307543484
espn,8.273391527234674
espnl,8.292960519708116
esr1,8.262572509953785
esr2,8.258357527816177
esrp1,8.261103416134864
esrp2,8.26203086983272
esrra,8.232871000853784
esrrb,8.22837250866049
esrrg,8.266371805956132
ess2,8.26347496484551
esx1,8.256636261481056
esyt1,8.264048745798641
esyt2,8.261288285720116
esyt3,8.261646883218969
etaa1,8.26287967243838
etda,8.2620425948736
etdb,8.261455218682757
etf1,8.255365999666383
etfa,8.269709389263845
etfb,8.240537107451424
etfbkmt,8.266881600506487
etfdh,8.285636542719715
etfrf1,8.296731440804875
ethe1,8.264241864380114
etnk1,8.263714036729164
etnk2,8.324874193829796
etnppl,8.26004709132446
ets1,8.274843714120307
ets2,8.250699842564503
etv1,8.270988737553113
etv2,8.27597255766861
etv3,8.26378810693024
etv3l,8.261609278450576
etv4,8.232275219794658
etv5,8.270128977101809
etv6,8.270114643085254
etv7,8.253514724400631
eva1a,8.264855381194952
eva1c,8.271105183332775
evc,8.270821647557788
evc2,8.260376214724623
evi2a,8.278585627846638
evi2b,8.2622417390698
evi5,8.282651541043855
evi5l,8.251852969390352
evl,8.226444920625696
evpl,8.256831218858549
evpll,8.245275176144974
evx1,8.251612501792447
evx2,8.267427804463361
ewsr1,8.279038569081854
exd1,8.240123513904996
exd2,8.26174569114406
exd3,8.251683842605159
exo1,8.272506812497827
exo5,8.268115752036657
exoc1,8.240023740938106
exoc1l,8.262236597686293
exoc2,8.271203479152355
exoc3,8.274253891626378
exoc3l1,8.259447070918496
exoc3l2,8.23916384234601
exoc3l4,8.26211934007992
exoc4,8.268218617626541
exoc5,8.268033480420288
exoc6,8.260411066211782
exoc6b,8.268326005723804
exoc7,8.273368291301919
exoc8,8.26223199612648
exog,8.29100966366912
exosc1,8.264808070255949
exosc10,8.255845228288722
exosc2,8.242544772732892
exosc3,8.261328851687477
exosc5,8.261500615061971
exosc6,8.282748016870592
exosc7,8.261926250314808
exosc8,8.260737722522112
exosc9,8.264101326939082
exph5,8.237241803948358
ext1,8.258967710634629
ext2,8.258640209581856
extl1,8.26411551834098
extl2,8.235367765589942
extl3,8.273188745585754
eya1,8.264950795452066
eya2,8.275248936967465
eya3,8.246167882468493
eya4,8.299675252250553
eys,8.266214442160608
ezh1,8.279310080072289
ezh2,8.26205885801541
ezhip,8.252990200457537
ezr,8.251416055170294
f10,8.240630243752136
f11,8.251261145782465
f11r,8.263462895966283
f12,8.276399705395063
f13a1,8.26534757155993
f13b,8.29921284751566
f2,8.262558843112458
f2r,8.260996632877585
f2rl1,8.221027127724126
f2rl2,8.261907023973361
f2rl3,8.275397340771411
f3,8.292394043705064
f5,8.253515843786824
f7,8.271575702974108
f8,8.26251406212425
f9,8.270810789447273
fa2h,8.261165775584978
faah,8.26089569675725
faah2,8.259417622091236
faap100,8.265490877797461
faap20,8.284166441074923
faap24,8.23257977814622
fabp1,8.25787403443546
fabp12,8.257620131857253
fabp2,8.261759596763135
fabp3,8.249043637327018
fabp4,8.259308746548513
fabp5,8.30326086931847
fabp6,8.294513565844275
fabp7,8.257994110187816
fabp9,8.279087988688747
fadd,8.269535212966058
fads1,8.221225924862999
fads2,8.255698267778
fads3,8.26481133510185
fads6,8.26203565224572
faf1,8.233274226810416
faf2,8.248270946643679
fah,8.307422368670307
fahd1,8.272344368722308
fahd2a,8.237529081283112
fahd2b,8.261859366288576
faim,8.251448656165744
faim2,8.25870810320512
fam107a,8.32917139236735
fam107b,8.264101416548494
fam110a,8.26664495854671
fam110b,8.267283874981077
fam110c,8.262380335495179
fam110d,8.267756073880484
fam111a,8.260509138579264
fam111b,8.30735795448639
fam114a1,8.23595779030219
fam114a2,8.267498975066825
fam117a,8.244439129601089
fam117b,8.264247065639237
fam118a,8.251052984975813
fam118b,8.17992474502572
fam120a,8.261691159721604
fam120a2p,8.278974503040631
fam120aos,8.25473309897513
fam120b,8.267252224565171
fam120c,8.265131850132766
fam124a,8.24335472486025
fam124b,8.24331396208678
fam131a,8.266272599892568
fam131b,8.264075472588681
fam131c,8.262362305458428
fam133a,8.282462872007232
fam133b,8.19136814387419
fam135a,8.249421431892252
fam135b,8.284375404229387
fam136a,8.28483877091508
fam13a,8.268763442799559
fam13b,8.268426447308247
fam13c,8.260627718684152
fam149a,8.26588751200716
fam149b1,8.25728052091996
fam151a,8.262170239573177
fam151b,8.262792092622384
fam153a,8.263740327331396
fam153b,8.277768426988647
fam156a,8.261854508474382
fam161a,8.245826087313949
fam161b,8.285217986650798
fam162a,8.288386972492509
fam162b,8.263160421532103
fam163a,8.261285879589733
fam163b,8.261918489134013
fam167a,8.29318104207664
fam167b,8.262073460512376
fam168a,8.266178006054533
fam168b,8.26613039708386
fam169a,8.251867377490562
fam169bp,8.26097942983168
fam170a,8.270518020172673
fam170b,8.26694437243592
fam171a1,8.289916638207307
fam171a2,8.262248733080748
fam171b,8.250001714769539
fam174a,8.278815329001379
fam174b,8.249358591729017
fam174c,8.267366995054442
fam177a1,8.26214546654661
fam177b,8.271662231083994
fam178b,8.264784585688256
fam180a,8.259452721577397
fam181a,8.260419398076982
fam181b,8.28215327137991
fam184a,8.292845856043192
fam184b,8.251386716227552
fam185a,8.262282017569511
fam186a,8.275065497285482
fam186b,8.258655972031175
fam187a,8.261762048051935
fam187b,8.349144316331179
fam193a,8.259679488184895
fam193b,8.250731982551912
fam199x,8.270202062175532
fam200a,8.262225606796953
fam200b,8.262387598030047
fam200c,8.230226820478888
fam204a,8.25027451381029
fam209a,8.287874295271367
fam209b,8.259901463659713
fam20a,8.214782437655332
fam20b,8.26443411964301
fam20c,8.266165625028908
fam210a,8.260594177629224
fam210b,8.26229107152715
fam216a,8.244228611851849
fam216b,8.261293977466448
fam217a,8.2202959804649
fam217b,8.267144877013573
fam218a,8.242091555668539
fam219a,8.285674772262569
fam219b,8.261861906175351
fam220a,8.276768554382254
fam221a,8.262842203356746
fam221b,8.262182422454988
fam222a,8.29728088981184
fam222b,8.2489178614533
fam227a,8.186198562246052
fam227b,8.23711190136548
fam228a,8.262155308322297
fam228b,8.259585459977783
fam229b,8.263937730553758
fam234a,8.262183112145406
fam234b,8.257532381037917
fam237a,8.261635850752004
fam240a,8.258984787015743
fam240b,8.256377455428554
fam240c,8.278222019635388
fam241a,8.328466365528756
fam241b,8.262722137709185
fam24a,8.26895109750174
fam24b,8.268466442662806
fam25a,8.265247850694125
fam25c,8.25968558796583
fam25g,8.262054718933328
fam32a,8.262552649342782
fam3a,8.274367081363634
fam3b,8.255503148388495
fam3c,8.267325467081216
fam3d,8.269286043048508
fam43a,8.311559687013705
fam43b,8.26416132903307
fam47a,8.271016801093403
fam47b,8.266138648131493
fam47c,8.26302742865548
fam47e,8.268093076660284
fam50a,8.259955667592658
fam50b,8.263052141882545
fam53a,8.23725212877995
fam53b,8.264031437722727
fam53c,8.263005102589142
fam72a,8.188126834555298
fam72b,8.262963440513852
fam72d,8.26731133949096
fam76a,8.265205275718408
fam76b,8.26374069136722
fam78a,8.261758110797855
fam78b,8.260963165564144
fam81a,8.244046025133176
fam81b,8.356724834582177
fam83a,8.269379588276323
fam83b,8.222931966147007
fam83c,8.341492943817427
fam83d,8.231749272686795
fam83e,8.260824767763012
fam83f,8.257836565127013
fam83g,8.261907008263963
fam83h,8.265133784000078
fam86b1,8.33008451193043
fam86b2,8.264844397750934
fam86c1p,8.223095098608091
fam89a,8.284543276291382
fam89b,8.263945050076805
fam8a1,8.261306802437426
fam90a1,8.262240235149129
fam90a26,8.261766018458975
fam91a1,8.225788516985295
fam98a,8.199734904625348
fam98b,8.265669487106392
fam98c,8.291841583370712
fam9a,8.261357503419596
fam9b,8.330573329790726
fam9c,8.265482393380529
fan1,8.330971173218755
fanca,8.25701707686597
fancb,8.260474727759629
fancc,8.296710836787373
fancd2,8.267698016336231
fancd2os,8.2581680432682
fance,8.257362951182404
fancf,8.26318397566589
fancg,8.267893518862511
fanci,8.262199691554072
fancl,8.274425617715682
fancm,8.260791574798231
fank1,8.286521743348223
fap,8.256665930645394
far1,8.262340770071269
far2,8.266529731483109
farp1,8.252666080522944
farp2,8.260863963597005
fars2,8.264449337969234
farsa,8.261815301574519
farsb,8.245665578128497
fas,8.257226557529707
faslg,8.431128677097425
fasn,8.269065955399974
fastk,8.272152898484642
fastkd1,8.264507352065182
fastkd2,8.254689174184797
fastkd3,8.259755643381153
fastkd5,8.315135854853263
fat1,8.26699679334077
fat2,8.262031236965253
fat3,8.248897261405995
fat4,8.239802215822731
fate1,8.269805858834419
faxc,8.240324597192043
faxdc2,8.262176032278001
fbf1,8.283480038401477
fbh1,8.262235486437197
fbl,8.261696219101989
fblim1,8.261976237829431
fbll1,8.259180674583178
fbln1,8.262971724588652
fbln2,8.26651905769717
fbln5,8.272876386005125
fbln7,8.310392863404036
fbn1,8.268905982621966
fbn2,8.249010805781582
fbn3,8.258239783682262
fbp1,8.262015820891111
fbp2,8.265967102576202
fbrs,8.317943889801507
fbrsl1,8.268647746972526
fbxl12,8.257809516571088
fbxl13,8.273578362324649
fbxl14,8.26185419230041
fbxl15,8.202710387913257
fbxl16,8.24280814344905
fbxl17,8.261225226207234
fbxl18,8.274608275490753
fbxl19,8.36988747475055
fbxl2,8.255361586829766
fbxl20,8.252799148508581
fbxl22,8.261924735333643
fbxl3,8.255238470348154
fbxl4,8.281690016359802
fbxl5,8.333299712962317
fbxl6,8.259914232448889
fbxl7,8.295754817206639
fbxl8,8.261023576186282
fbxl9p,8.261996700122397
fbxo10,8.262798643231337
fbxo11,8.253230135925266
fbxo15,8.259214206818422
fbxo16,8.274261432810905
fbxo17,8.265189942428119
fbxo2,8.260405568009121
fbxo21,8.241997169757868
fbxo22,8.301282876431436
fbxo24,8.260027734580508
fbxo25,8.254585732629542
fbxo27,8.260841744635073
fbxo28,8.254983357649214
fbxo3,8.261675327375102
fbxo30,8.233599904129976
fbxo31,8.254322246564769
fbxo32,8.26669635821866
fbxo33,8.264626035650569
fbxo34,8.26342066390753
fbxo36,8.208211623014188
fbxo38,8.277130977069016
fbxo39,8.24748347847097
fbxo4,8.26343264942019
fbxo40,8.267033259977502
fbxo41,8.240081304997595
fbxo42,8.246770713671179
fbxo43,8.321538536382203
fbxo44,8.304814527434704
fbxo45,8.30404538764019
fbxo46,8.261108680106698
fbxo47,8.263956949698622
fbxo48,8.267187843353646
fbxo5,8.266034724634395
fbxo6,8.289698128291327
fbxo7,8.260592328686391
fbxo8,8.252026958422567
fbxo9,8.252445674361994
fbxw10,8.257174988243234
fbxw10b,8.255025980442703
fbxw11,8.267630311070501
fbxw12,8.236878301210357
fbxw2,8.25649399334542
fbxw4,8.261514654944296
fbxw5,8.270401460833998
fbxw7,8.257448319507693
fbxw8,8.256610387130387
fbxw9,8.26250785070959
fcamr,8.273708019940571
fcar,8.227913761526837
fcer1a,8.255274315014113
fcer1g,8.262046530308503
fcer2,8.24474803590282
fcf1,8.262045833881064
fcgbp,8.27477976440712
fcgr1a,8.256425410871673
fcgr1bp,8.260506503640313
fcgr2a,8.342516596355656
fcgr2b,8.26577331132902
fcgr2c,8.251125991683436
fcgr3a,8.265753376126256
fcgr3b,8.255518917398813
fcgrt,8.296987208917734
fcho1,8.248122303853577
fcho2,8.2581415707435
fchsd1,8.262680037163916
fchsd2,8.261565785106908
fcmr,8.274953561656424
fcn1,8.242625722921577
fcn2,8.266505893506896
fcn3,8.322782976020251
fcrl1,8.262467426034931
fcrl2,8.263764655158559
fcrl3,8.24893511203374
fcrl4,8.26133465938881
fcrl5,8.272481587804206
fcrl6,8.150199576347731
fcrla,8.263295663762488
fcrlb,8.276388342606563
fcsk,8.240238505613062
fdcsp,8.279161824573968
fdft1,8.243446499346561
fdps,8.288913783538604
fdx1,8.267271928266052
fdx2,8.262110957311776
fdxacb1,8.259166287308544
fdxr,8.26228276271844
fech,8.256658120310679
fem1a,8.262290148629134
fem1b,8.262707742790923
fem1c,8.25950806041667
fer,8.252348191184353
fer1l5,8.253503643694826
fer1l6,8.26382803246344
ferd3l,8.262046530308503
fermt1,8.238410475319277
fermt2,8.259537995054254
fermt3,8.264654341147818
ferry3,8.310474572268324
fes,8.26964820462804
fetub,8.244704988695842
fev,8.25206402903624
fez1,8.245109042943325
fez2,8.23923270175182
fezf1,8.27182364694138
fezf2,8.292822905410052
